t,x,y,z,heading,roll,task,state
121.827,10.1193,8.6019,1.5471,1.38,67.76,GateTask,GateTask[8]:StyleRollSubtask(+77/360 carry) T!1
121.843,10.1205,8.6012,1.5472,1.36,68.06,GateTask,GateTask[8]:StyleRollSubtask(+80/360 carry) T!1
121.859,10.1219,8.6005,1.5474,1.34,68.34,GateTask,GateTask[8]:StyleRollSubtask(+80/360 carry) T!1
121.875,10.1232,8.5998,1.5476,1.32,68.57,GateTask,GateTask[8]:StyleRollSubtask(+80/360 carry) T!1
121.891,10.1246,8.5991,1.5478,1.30,68.77,GateTask,GateTask[8]:StyleRollSubtask(+82/360 carry) T!1
121.906,10.1259,8.5984,1.5479,1.28,68.92,GateTask,GateTask[8]:StyleRollSubtask(+82/360 carry) T!1
121.923,10.1272,8.5977,1.5481,1.26,69.03,GateTask,GateTask[8]:StyleRollSubtask(+82/360 carry) T!1
121.939,10.1286,8.5970,1.5483,1.23,69.10,GateTask,GateTask[8]:StyleRollSubtask(+83/360 carry) T!1
121.955,10.1299,8.5963,1.5485,1.20,69.12,GateTask,GateTask[8]:StyleRollSubtask(+83/360 carry) T!1
121.972,10.1313,8.5956,1.5487,1.17,69.11,GateTask,GateTask[8]:StyleRollSubtask(+83/360 carry) T!1
121.987,10.1326,8.5949,1.5488,1.15,69.05,GateTask,GateTask[8]:StyleRollSubtask(+85/360 carry) T!1
122.003,10.1340,8.5942,1.5490,1.12,68.95,GateTask,GateTask[8]:StyleRollSubtask(+85/360 carry) T!1
122.019,10.1353,8.5934,1.5492,1.09,68.81,GateTask,GateTask[8]:StyleRollSubtask(+85/360 carry) T!1
122.035,10.1366,8.5927,1.5493,1.06,68.63,GateTask,GateTask[8]:StyleRollSubtask(+86/360 carry) T!1
122.051,10.1380,8.5920,1.5495,1.04,68.41,GateTask,GateTask[8]:StyleRollSubtask(+86/360 carry) T!1
122.067,10.1393,8.5913,1.5497,1.01,68.14,GateTask,GateTask[8]:StyleRollSubtask(+86/360 carry) T!1
122.083,10.1407,8.5906,1.5498,0.98,67.84,GateTask,GateTask[8]:StyleRollSubtask(+87/360 carry) T!1
122.099,10.1420,8.5899,1.5500,0.96,67.50,GateTask,GateTask[8]:StyleRollSubtask(+87/360 carry) T!1
122.116,10.1434,8.5892,1.5502,0.95,67.09,GateTask,GateTask[8]:StyleRollSubtask(+87/360 carry) T!1
122.132,10.1448,8.5885,1.5503,0.94,66.67,GateTask,GateTask[8]:StyleRollSubtask(+87/360 carry) T!1
122.148,10.1461,8.5877,1.5504,0.95,66.21,GateTask,GateTask[8]:StyleRollSubtask(+87/360 carry) T!1
122.164,10.1474,8.5870,1.5504,0.96,65.58,GateTask,GateTask[8]:StyleRollSubtask(+87/360 carry) T!1
122.180,10.1488,8.5863,1.5505,0.99,64.79,GateTask,GateTask[8]:StyleRollSubtask(+87/360 carry) T!1
122.196,10.1501,8.5856,1.5505,1.02,63.83,GateTask,GateTask[8]:StyleRollSubtask(+87/360 carry) T!1
122.242,10.1540,8.5835,1.5504,1.12,59.77,GateTask,GateTask[8]:StyleRollSubtask(+87/360 carry) T!1
122.258,10.1553,8.5828,1.5504,1.15,58.22,GateTask,GateTask[8]:StyleRollSubtask(+86/360 carry) T!1
122.273,10.1567,8.5821,1.5503,1.19,56.55,GateTask,GateTask[8]:StyleRollSubtask(+86/360 carry) T!1
122.290,10.1580,8.5814,1.5503,1.21,54.75,GateTask,GateTask[8]:StyleRollSubtask(+86/360 carry) T!1
122.306,10.1593,8.5807,1.5502,1.22,52.83,GateTask,GateTask[8]:StyleRollSubtask(+85/360 pump) T!1
122.321,10.1607,8.5800,1.5502,1.21,50.81,GateTask,GateTask[8]:StyleRollSubtask(+85/360 pump) T!1
122.338,10.1620,8.5793,1.5501,1.21,48.70,GateTask,GateTask[8]:StyleRollSubtask(+85/360 pump) T!1
122.354,10.1633,8.5786,1.5501,1.20,46.50,GateTask,GateTask[8]:StyleRollSubtask(+84/360 pump) T!1
122.369,10.1647,8.5779,1.5500,1.19,44.22,GateTask,GateTask[8]:StyleRollSubtask(+84/360 pump) T!1
122.386,10.1660,8.5772,1.5500,1.18,41.87,GateTask,GateTask[8]:StyleRollSubtask(+84/360 pump) T!1
122.402,10.1673,8.5765,1.5499,1.18,39.46,GateTask,GateTask[8]:StyleRollSubtask(+81/360 pump) T!1
122.418,10.1687,8.5758,1.5498,1.17,36.99,GateTask,GateTask[8]:StyleRollSubtask(+81/360 pump) T!1
122.434,10.1700,8.5751,1.5498,1.16,34.48,GateTask,GateTask[8]:StyleRollSubtask(+81/360 pump) T!1
122.450,10.1714,8.5744,1.5496,1.15,31.77,GateTask,GateTask[8]:StyleRollSubtask(+77/360 pump) T!1
122.467,10.1728,8.5737,1.5495,1.14,29.19,GateTask,GateTask[8]:StyleRollSubtask(+77/360 pump) T!1
122.483,10.1741,8.5731,1.5493,1.13,26.59,GateTask,GateTask[8]:StyleRollSubtask(+77/360 pump) T!1
122.499,10.1754,8.5724,1.5491,1.13,23.97,GateTask,GateTask[8]:StyleRollSubtask(+71/360 pump) T!1
122.516,10.1768,8.5717,1.5488,1.12,21.17,GateTask,GateTask[8]:StyleRollSubtask(+71/360 pump) T!1
122.533,10.1782,8.5711,1.5485,1.12,18.53,GateTask,GateTask[8]:StyleRollSubtask(+71/360 pump) T!1
